NoKPMurid,NamaMurid,KatalaluanMurid,IDTingkatan
916528297148,Ruwayfi Aati bin Yaqeen,vo87yg,3
738375265205,Reehab Aadam bin Bintang,ahrfmt,1
022630174842,Khilaal Muzn bin Aswab,vaaadk,4
702015528181,Taish Johan bin Muzn,t3lapo,2
178269064790,Sineen Muzakir bin Reheeq,mpr64b,5
011384129759,Rufqa Sonbol binti Taish,zt90ga,2
760226547159,Arhaa Ishraaq bin Aswab,nzwaix,1
561180002079,Kasih Mahsuri binti Haissam,voqjny,5
078922825173,Zulla Imen binti Afan,th0l6m,1
998080824429,Samroze Ahkam bin Mudassir,fkjik2,4
627721672458,Bujang Waliyudeen bin Haruun,2x4qjh,1
147582106723,Wadood Muda bin Khajeer,cy316o,1
823379186766,Kechik Megat bin Taish,7b5mwg,4
730914754204,Wadida Indeela binti Ghazaar,mi6vja,1
310179677954,Iyaan Ghazaar bin Johan,73pmsh,1
933938100548,Ishraq Fehmeed bin Afsah,65iklj,3
258128501900,Zuljalal Iyaan bin Wathiq,sccf1q,3
361106911430,Izz Ruwayfi bin Ghazaar,yq8k7i,3
516495261561,Aayiz Yaqeen bin Taish,y9b6bd,4
963960858907,Azarnoush Maeena binti Atheer,b62t18,4
329730039961,Tipah Wardda binti Budiharto,43nsz5,2
858969761822,Sannan Ahkam bin Samroze,7j7mfi,4
615839971492,Ruwayfi Yaqeen bin Taseen,i0rlb0,2
942057717592,Aafiyat Surintan binti Sibbt,sp7mkz,2
326304353315,Mahia Kuntum binti Ishraq,z27fnf,3
387233430848,Abaasa Izzati binti Tenuk,nqfhj1,2
292312827610,Muminah Aeni binti Ajiad,5h7vcs,3
734047284825,Aatiya Ibrat binti Ayyash,qf5aoy,4
448827156933,Jenab Surintan binti Panjang,u86qle,1
993855960293,Iesa Zakawat bin Tenuk,jibdf3,5
608976418083,Senin Zikri bin Imen,e3rcmr,2
759464772723,Wathiq Mizn bin Wasfi,43132o,5
382122229344,Indeela Arwaa binti Usama,mtffd0,1
823315693179,Ibtisama Teratai binti Aati,rz6vu4,1
131689535386,Zaka Rafa'ah bin Johan,q9sr2w,3
738588811863,Muda Wadd bin Mishkat,8bwngg,3
379439003125,Nijat Wathiq bin Ruwayfi,n7fjy4,1
441208125318,Rosemah Mubaraka binti Zaafer,g81y31,2
105190426131,Esah Rabihah binti Hadees,y59bgv,2
398941215721,Bunga Taqdees binti Qawi,rnoaiv,3
392776323472,Ishraaq Afan bin Istiqlal,beq4up,4
181854204169,Ishtiqal Saqabat bin Kechik,4z3tx4,1
899541457433,Wardda Maeena binti Ghazaar,849sre,3
565353679732,Usama Wifaq bin Slamet,6q36ep,3
277488222138,Mabrura Munah binti Ishraaq,pq3rgm,1
374179287888,Aafiyat Imen binti Taseen,ew1k1t,1
113913239559,Hatar Ghazaar bin Bintang,zirm1c,4
330557024969,Izz Tijah binti Taish,dc0yyb,1
480794549849,Cik Rufqa binti Kechik,jwkuk7,3
223020353909,Qiraat Puteri binti Afsah,gdxaxa,3
214049630856,Megat Ayyash bin Wasfi,k2au9y,3
568928970197,Wifaq Hazer bin Ruwayfi,chls4h,4
026688437313,Hapsah Mahia binti Zikri,ozy38a,4
035586121886,Mizn Afan bin Khajeer,1rqk1y,4
882377935384,Mishkat Senin bin Sabit,73h882,5
839919399095,Esah Jazaa binti Samsam,5lz5xv,2
462890062542,Zaafer Wasfi bin Musawwir,gvsl0d,4
801141091017,Mabrura Hapsah binti Slamet,jfqpw0,4
455228470347,Zahabia Zayana bin Iffaan,khx1vu,5
865643012080,Ahkam Waliyudeen bin Rafa'ah,vp2wso,3
369286196624,Anoud Azarnoush binti Aati,45f99y,2
890107970005,Cahaya Mahsuri binti Haissam,1haw9e,2
870543860907,Uswah Masayu binti Fuaad,z61od4,4
019606271614,Wadood Aaaqil bin Adiputera,0ynv88,3
345425637283,Zaafer Iyaan bin Senin,zbr4zd,2
384960672588,Aswab Reheeq bin Rafa'ah,w9h1t5,1
301985289726,Jenab Joyah binti Sabtu,heq4jd,1
874545986048,Haissam Raahim bin Muda,6o9oht,3
009157724339,Imen Mishkat bin Iffaan,hmkt1w,4
283732023214,Adiputera Muzn bin Aadam,6g16sm,4
254505893749,Anoud Mayang binti Budiharto,fsxqwu,3
426352561185,Jenab Kuntum binti Senin,xzz3rj,5
767188580399,Iyaan Qazzafi bin Taish,236bpk,4
544793837852,Cempaka Sibgha binti Muzn,5ewjnt,2
103943488265,Reehab Reheeq bin Iyaan,6rbiby,1
572745150295,Aarifa Wadida binti Aaaqil,sg5vx8,2
389236634012,Sajaf Zaheera binti Kechik,vizang,2
792809423422,Mannal Sanabel binti Waase,mj7goh,5
986871134326,Adiputeri Wathiqa binti Aaaqil,1tq9ev,1
356805884918,Panjang Zayana bin Muzn,vxgkhv,3
860276638254,Bujang Hazer bin Maymuun,2cogsz,4
675708017278,Aatiya Rufqa binti Khajeer,dbd0qp,5
349971153306,Zuljalal Usama bin Sabtu,zl0ycb,2
394330058482,Adiputeri Aafiyat binti Ghazaar,j1o7cq,5
331351282739,Aatiya Ihkam binti Zuljalal,935pm3,4
693711416342,Tenuk Sulung bin Musawwir,4tqnvk,4
457168816314,Abaasa Bunga binti Izz,iah1uu,1
020688480293,Seniya Cik binti Samroze,qsozb3,5
485420438700,Suriawati Sajjal binti Wadd,h6khj7,3
632819594105,Wardda Shanzey binti Zayana,qbef6d,1
815279275245,Bisaam Panjang bin Zahabia,9uql2n,5
247775929497,Sabit Awang bin Iesa,1q4pp3,5
458628226997,Sibgha Samyan binti Panjang,oyrwxr,1
515399912482,Izz Junada bin Wifaq,7iaauo,1
476206522574,Aarifa Taqdees binti Yaqeen,w7t9ch,2
002740101811,Raqeema Puspawati binti Zikri,g9sixo,1
553928854169,Sayfudin Aqsad bin Sabit,dyck67,3
973166685397,Abaasa Puspawati binti Imen,vqysul,3
993045108724,Barzin Aaaqil bin Reehab,02y6si,5
430076852027,Tipah Samyan binti Zahabia,quw8y4,4
680079708589,Fuaad Aati bin Mudassir,8sly6z,4
253818491713,Ishraq Johan bin Megat,v0qrjq,3
398027041443,Surintan Munah binti Imen,5ekcjx,2
474961612735,Khilaal Muzakir bin Sayfudin,lxdkmt,3
737297288703,Ishtiqal Sulung bin Ishtiqal,ennkk0,2
872931539115,Aqsad Yaqeen bin Barzin,j8ydx6,4
283552253016,Kechik Tuah bin Ishtiqal,163swc,4
675909032178,Mayang Ibtisama binti Taseen,uhs5px,5
804356143005,Jebat Sannan bin Qazzafi,fctmal,5
298341843828,Sabit Perwira bin Megat,46y67x,2
597179973107,Ayyash Sineen bin Zuljalal,qm79ah,5
527973501918,Sannan Zuljalal bin Mizn,0otvap,2
908233506271,Iesa Saqabat bin Istiqlal,g0oyh8,3
906031308732,Wasfi Fuaad bin Imen,8tttm7,4
242349484153,Wifaq Budiharto bin Bisaam,q3qu7i,3
405923064770,Samsam Musawwir bin Wasfi,yw139q,5
954407845180,Mahia Twaf binti Selasa,ds1dhd,2
463251591919,Twaf Shanzey binti Sayfudin,l9lq4h,3
028272078384,Haryati Twaf binti Usama,ql9ytx,4
457742358896,Qawi Aadam bin Bujang,41vt5z,5
400010000287,Taish Ahkam bin Saqabat,w3trmm,1
856412597213,Jebat Izz bin Usama,xkkf4w,2
513643739633,Puspawati Surintan binti Perwira,f8w2j0,1
327390796211,Sonbol Khatijah binti Qazzafi,w7seue,3
913126076325,Budiharto Atheer bin Afan,4okkhj,3
970763407474,Joyah Anoud binti Fuaad,0l04ro,1
255112331662,Raahim Slamet bin Waliyudeen,uddr3y,5
720275892262,Hapsah Rosemah binti Ayyash,pr2eqb,3
319155362228,Samyan Rosemah binti Muda,73c8kr,3
419525848671,Jenab Mannal binti Fuaad,qvi81p,1
983003242038,Qazzafi Sibbt bin Tenuk,uujcm3,1
326358011912,Johan Perwira bin Hazer,7ltf8n,2
856966876174,Izz Taqdees binti Panjang,4lu8kr,5
563016339011,Imen Atheer bin Bisaam,vatv11,5
051312607318,Rabwah Seniya binti Arhaa,9l8x6k,1
732148492292,Reheeq Bintang bin Khajeer,98g0os,1
253210442147,Muzn Mudassir bin Musawwir,7w29xq,1
614652227251,Mahsuri Teratai binti Yaqeen,yqmj1v,3
200425018099,Sibbt Muzn bin Ghazaar,sgfk6u,4
478725517739,Slamet Senin bin Atheer,wllkgg,2
100844300768,Anoud Ibrat binti Ishtiqal,e3w6z3,5
672403993900,Haissam Barzin bin Zaka,kbjmnp,1
174230954353,Wadida Uswah binti Senin,pwnl5v,3
718177182202,Saqabat Mishkat bin Budiharto,nrjky3,3
394838167260,Putera Senin bin Khajeer,0637ub,1
008432829506,Zayana Kechik bin Bintang,03tr93,1
472389630899,Aafaaq Bujang bin Zayana,8fc2n4,5
699726190883,Tipah Masayu binti Fuaad,06z2mm,4
053527476476,Zulla Imen binti Ahkam,x88ss4,2
724434475704,Aafaaq Megat bin Johan,rcjij2,4
633282795980,Zikri Hazer bin Rafa'ah,8r7hsw,1
165943345372,Khatijah Ibhar binti Zakawat,q7cwv2,2
794697117952,Esah Khatijah binti Izz,n02e1p,4
969167395236,Rosemah Melur binti Budiharto,8l2dca,3
813397696839,Zamira Sajjal binti Aafaaq,j61h3p,4
540943311542,Azarnoush Adiputeri binti Aafaaq,m2viyy,1
779555442803,Kechik Reehab bin Fehmeed,rlmxii,4
397986143567,Samsam Idrak bin Panjang,lehd6w,4
321480976750,Mahia Sajaf binti Sannan,pqcctb,4
971057889103,Aeni Rosemah binti Selasa,ne2xla,1
897924796351,Ihkam Tembam binti Teruna,f1t89f,1
300534388344,Imen Aayiz bin Ishraq,rjb9t9,4
517720076616,Tuah Raahim bin Zayana,8u4388,2
827260402387,Zaafer Rafa'ah bin Yaqeen,bxdqwe,4
160812638106,Aqsad Putera bin Barzin,17t37y,4
119798755734,Tasmia Izz binti Taish,llyyxt,4
763494889338,Aayizah Seniya binti Muzn,0horpg,4
433328836758,Nijat Arhaa bin Ruwayfi,mf15qi,4
560409439719,Zamira Ajaar binti Samsam,ifam3k,1
099070226197,Perwira Zaka bin Senin,a3wvpg,3
583823860965,Jenab Maarib binti Iyaan,l18j1z,2
977187018647,Muda Sayfudin bin Izz,lf2fbx,2
021099017379,Afan Ishraq bin Nijat,o5l1nh,3
240822280597,Zaheera Wardda binti Ruwayfi,3po6e2,4
427751188510,Yaqeen Hazer bin Panjang,a3kzwp,2
094497282375,Wathiq Rafa'ah bin Atheer,j0r5ag,1
529917899231,Usama Iesa bin Sineen,farte2,1
196204391109,Raahim Panjang bin Perwira,majsng,3
529592845953,Samroze Wadood bin Iffaan,c7kaoq,5
450603856377,Bintang Taseen bin Zaka,82u2t3,1
979591700340,Muminah Wasiya binti Haruun,fmz0it,2
422310639967,Zulkifl Saqabat bin Wifaq,ht4kz9,5
897682716752,Barzin Aadam bin Zayana,9lx95o,2
050241586156,Waase Sabit bin Atheer,nm9s31,1
195928199189,Imen Izzati binti Zaka,ryq5cy,3
935923355804,Mubaraka Taqdees binti Reheeq,8bv948,4
592472133506,Kuntum Abaasa binti Ruwayfi,sxpqr3,5
284615653581,Ajiad Tuah bin Hadees,ce2jak,1
520082815100,Aqsad Aswab bin Aadam,t8jovj,1
361273797300,Panjang Ishraaq bin Ahkam,918ljb,1
671475206639,Rafa'ah Ajiad bin Aswab,m58xc9,5
867754044463,Adiputera Sayfudin bin Putera,zkeg26,3
573404297308,Usama Tuah bin Waliyudeen,wk3s05,5
583184255118,Ishraq Bintang bin Izz,0blg1z,1
218052319255,Putera Aqsad bin Wathiq,c2zaid,1
588958821483,Zamira Cempaka binti Aadam,89106c,3
066760476174,Aati Saqabat bin Zulkifl,6qg1yo,2
674843286474,Rufqa Wisama binti Bisaam,3jjpfa,2
510770186803,Rabihaat Teratai binti Maymuun,5mzvu0,1
349678379022,Zulla Jazaa binti Reheeq,1bri70,4
775689936089,Qazzafi Muzn bin Wifaq,ynvxsg,3
829478410585,Maeen Cucu binti Idrak,hle3x7,1
092504496142,Reehab Sibbt bin Bintang,7xmtvc,3
347159301659,Esah Aeni binti Aayiz,r8tiha,1
125751601126,Raahim Zuljalal bin Selasa,j62kyw,2
284364843544,Haruun Iyaan bin Ayyash,sran1v,5
662565269048,Johan Khilaal bin Sibbt,b5thge,1
261869176049,Aqsad Sannan bin Reheeq,b06l2v,3
379111312086,Wadd Aqsad bin Mishkat,qrbc15,1
358977647193,Wasiya Kuntum binti Afsah,0kpuhg,4
424786739510,Anoud Tempawan binti Sabtu,e96ujz,5
494686565998,Wadida Wadida binti Kechik,5fwbpt,5
274314829842,Sulung Panjang bin Izz,0mo9xb,3
214920720519,Zakawat Aadam bin Aayiz,3gp610,1
191478917733,Sidratul Uswah binti Sulung,28tkop,2
674952586440,Wathiqa Tijah binti Fuaad,wtun0i,4
796155822432,Amaal Mabrura binti Qawi,c9lv78,3
683017638551,Adiputera Khilaal bin Atheer,5ms8f7,2
156131075541,Mishkat Aaaqil bin Ajiad,hs2ahi,5
386727168215,Samyan Aatiya binti Khilaal,4u3kw1,5
652126624292,Waase Reehab bin Ishtiqal,5ou3qk,2
311016525008,Johan Ayyash bin Adiputera,axme9c,4
025712406025,Bunga Cik binti Slamet,1zlvt6,4
584041366935,Izz Esah binti Aati,nh11py,4
342987161855,Cempaka Rabihah binti Aqsad,sjt0ze,1
267949746731,Taseen Zaafer bin Aswab,s7jbg6,3
334915100316,Budiharto Reehab bin Haissam,vi39om,4
170314235441,Rafa'ah Ajiad bin Megat,8hkvsp,5
920967322675,Zahabia Muzakir bin Muzn,7tbul9,1
173323596675,Iesa Fuaad bin Imen,fc07eu,3
572246507629,Ruwayfi Ajiad bin Iyaan,naca9n,5
852777390936,Surintan Mahsuri binti Sayfudin,3bbza7,2
694935582682,Budiharto Imen bin Johan,3pc28t,5
461389978878,Ruwayfi Waase bin Fehmeed,jgbeuw,2
599729016652,Yaqeen Hadees bin Sayfudin,61iynv,2
802579269742,Taish Ishraq bin Reehab,z6wca6,2
379487498117,Raahim Megat bin Sabtu,v26iqh,3
329927090812,Zahabia Ayyash bin Rafa'ah,33ufh5,4
204614957240,Mayang Mayang binti Aafaaq,kpazfz,5
702751473042,Budiharto Afsah bin Putera,lpoe77,3
664545780135,Imen Puteri binti Sulung,e1o24h,5
609255819001,Maeena Ibtisama binti Aaaqil,l4csw9,4
679803579157,Samsam Fuaad bin Muda,ejnxj3,3
402770871401,Ruwayfi Putera bin Waase,0xyhz1,1
677573770398,Seniya Sajaf binti Ruwayfi,f7fgdi,3
963696416652,Zulkifl Sabit bin Bisaam,penvuh,4
185253364618,Zahabia Zakawat bin Istiqlal,wojanr,2
647235221141,Aafiyat Cucu binti Zuljalal,mtkrfv,4
115553953890,Mannal Rabihah binti Zuljalal,rpw7zp,5
154247625327,Wifaq Senin bin Izz,t8a3pm,1
916493597621,Sabit Slamet bin Awang,dezz8o,4
073088899405,Reehab Teruna bin Sulung,3y72js,5
902975342364,Masayu Ibrat binti Ayyash,4vq05u,2
949426274889,Hapsah Indeela binti Khajeer,gr4z6x,4
435292528592,Panjang Haruun bin Muda,wckplt,3
358442628468,Bunga Mayang binti Sayfudin,hmfxo6,5
188083322738,Teruna Zaka bin Adiputera,89brf9,4
500422293406,Suriani Cempaka binti Aaaqil,zlwskr,3
146288972777,Hapsah Sajaf binti Wasfi,26nn2c,3
926023083825,Aafaaq Samsam bin Bintang,a007fe,2
710151498940,Sonbol Rosemah binti Junada,fzhqrn,3
753038064740,Sibbt Aayiz bin Afan,9a5qeh,1
459699424859,Megat Awang bin Musawwir,fkuih0,1
592704326553,Qazzafi Zaafer bin Zikri,0e55eg,5
379737547381,Ruwayfi Rafa'ah bin Arhaa,eivw30,3
803459780667,Esah Hapsah binti Junada,v2trk6,4
931754446228,Rabwah Ibhar binti Mizn,v7nze1,4
785184901149,Hazer Wasfi bin Wathiq,i5dvww,4
671386973688,Bisaam Junada bin Nijat,dtldfd,3
383816208019,Idrak Zaka bin Arhaa,ifeb8y,3
683524875298,Slamet Kechik bin Haruun,8t8ra4,4
970074086798,Mahia Ajaar binti Taish,c92a23,2
625918848156,Ahkam Sibbt bin Samroze,d80k3x,1
509153717966,Kuntum Esah binti Zaka,odigqn,5
079477556044,Seniya Khatijah binti Saqabat,jl37ac,1
924533094831,Ibrat Wardda binti Reheeq,sbzehz,5
602673586870,Zulkifl Aswab bin Raahim,3nsf66,4
650168884796,Imen Perwira bin Fehmeed,yv93pg,1
421213406997,Kuntum Wisama binti Jebat,7glqtq,1
438487368854,Awang Awang bin Ishraaq,1wbfc8,1
622101754763,Cik Waleeya binti Aati,zn5lgi,3
292888477872,Ayyash Saqabat bin Iesa,bddrcr,5
952131885429,Sibbt Aayiz bin Mizn,cckhza,1
825440298551,Suriani Puspawati binti Waase,a7r2x3,1
452286677690,Sajjal Cik binti Nijat,4igu0y,3
242264334813,Musawwir Yaqeen bin Usama,jferm6,2
833825025352,Saqabat Putera bin Aayiz,0cdo4v,2
175964009871,Raahim Khilaal bin Qawi,5lfi4m,4
943095974112,Aati Tuah bin Bujang,cx9nb1,5
136706762539,Jenab Rabihah binti Aaaqil,05p78a,2
258041628924,Sabtu Reehab bin Selasa,nllplv,3
274879962392,Suriani Tembam binti Perwira,2fahq0,1
039561935328,Masayu Jenab binti Aafaaq,hhlvz8,2
373515754742,Waliyudeen Samsam bin Bujang,yzokbh,5
779275628439,Zayana Wadd bin Maymuun,uvr2uq,2
801947209716,Mannal Mahsuri binti Mishkat,up24pn,3
793984090579,Kuntum Mubaraka binti Sannan,x4iwgk,5
363738311229,Taqdees Hapsah binti Bintang,3wyd7z,2
961143703311,Sajaf Wadida binti Taseen,zmds5r,3
861486090999,Indeela Maeen binti Ishraq,fd7stf,2
348533107692,Imen Taseen bin Sulung,224kw0,3
304363858260,Tempawan Ibrat binti Mudassir,gho48o,5
610674579459,Aafiyat Sajjal binti Imen,nzuqcg,2
212140126425,Usama Adiputera bin Qazzafi,4d361a,4
774846713591,Cik Kuntum binti Fuaad,5znt80,5
754341061828,Ajaar Aayizah binti Ishtiqal,cq3hdn,1
331250933538,Haissam Bisaam bin Qawi,my7iqj,5
497985523927,Sibgha Sibgha binti Ahkam,c91krv,3
125778779335,Mudassir Wasfi bin Hazer,6gm2wa,4
050712325347,Bunga Aarifa binti Sabit,zxr8bu,5
990949593997,Ibhar Seniya binti Fehmeed,q2t89p,4
215820325005,Tasmia Tempawan binti Taseen,l38j36,5
655413377574,Wadida Rabihaat binti Imen,femea6,2
473555234280,Tuah Reheeq bin Panjang,tue55n,1
986920522235,Tempawan Sajaf binti Iffaan,gowv71,1
783034961298,Melur Rabwah binti Usama,5i8tkx,1
887270283095,Muminah Samyan binti Wifaq,m1xsds,2
659048143148,Wasfi Rafa'ah bin Haruun,tn2x4p,1
691128441050,Zulla Puteri binti Aqsad,wdtit3,3
667723794493,Usama Hatar bin Megat,s8l5eh,4
449481376675,Mizn Qawi bin Waase,98ezug,5
029008561017,Muda Zahabia bin Ishraaq,hv4hka,2
317115488714,Mayang Mawiza binti Aaaqil,ldacyt,5
058080427472,Sidratul Delima binti Aqsad,btrn1b,1
788027038692,Tijah Sanabel binti Slamet,um20l8,2
306500128020,Ghazaar Sabtu bin Istiqlal,aiq6ya,2
865877320427,Cempaka Qiraat binti Ajiad,39tujh,1
404509019028,Maeena Mabrura binti Ishraaq,3864oh,5
587617542108,Mudassir Reehab bin Iffaan,adbnsg,3
981514193334,Aayizah Cucu binti Aafaaq,9h9198,3
657920547558,Shanzey Tempawan binti Wathiq,w24f81,4
841409436856,Sineen Tuah bin Hatar,qw5rma,1
034212390913,Saqabat Adiputera bin Iyaan,n3w5ls,5
999134185924,Maeen Zaituna binti Barzin,pdwxgd,4
561126355480,Ruwayfi Iffaan bin Senin,yjiyk2,2
742223883961,Rufqa Ibtisama binti Perwira,8j9e99,2
395217444166,Ishtiqal Usama bin Muda,w0sb0v,5
090510701756,Teruna Teruna bin Khilaal,jzfwyt,2
516196510536,Afeen Maarib binti Putera,svvbkc,2
313249373729,Rabwah Sanabel binti Qawi,39afgr,3
758173349024,Tasmia Haryati binti Izz,m7fkgz,3
803716891322,Sibbt Istiqlal bin Iffaan,5nk0mx,3
642827814397,Arwaa Esah binti Ajiad,k5nc9r,4
296831822739,Surintan Shanzey binti Bintang,kxaewd,1
774463106947,Suriawati Dhia binti Bisaam,k2g6n2,5
331286928022,Kuntum Zaituna binti Sabit,9zswa1,2
067660159474,Uswah Seniya binti Wadd,7lk3hj,3
482321162957,Soroushi Puspawati binti Taseen,wacuq4,3
717342165158,Mayang Suriawati binti Senin,5fzqet,5
393056525280,Muzn Afsah bin Slamet,37x7zo,5
983104004313,Samyan Mahsuri binti Sannan,fvb076,5
048037552183,Zamira Aarifa binti Khajeer,vuu3p8,1
033530971263,Sannan Sulung bin Usama,3oal0s,3
758857649745,Panjang Barzin bin Zahabia,mc2sba,3
191304929372,Suriani Rufqa binti Muzakir,8nlahz,1
995588432347,Panjang Aadam bin Waase,sdicfe,2
403409237577,Ishtiqal Sabit bin Waase,d3xte8,2
041939804614,Zaafer Ayyash bin Tuah,hih5ym,4
963538859018,Zamira Imen binti Aafaaq,l8wmwf,3
063629434309,Tuah Tuah bin Izz,jkwk76,1
191845751895,Munah Puteri binti Kechik,s1jxfj,2
240805380787,Jenab Indeela binti Teruna,941wbj,1
617612523146,Aafiyat Jazaa binti Barzin,lzd4rt,4
935653193609,Maarib Izz binti Aswab,z1dnzb,1
506249552418,Aadam Afsah bin Idrak,urxgnb,1
602912834562,Reheeq Fehmeed bin Sineen,0qergx,1
671353853451,Hadees Usama bin Bisaam,ok8fqc,2
470221239066,Wasfia Arwaa binti Adiputera,jwtlzd,2
563517494801,Rabihah Rabihaat binti Sulung,xc40j7,2
455865179958,Rufqa Suriawati binti Jebat,rs2mie,2
424731123727,Izz Zahabia bin Mudassir,k898h0,3
420395703534,Afsah Ahkam bin Zuljalal,o682il,3
199955427380,Esah Waleeya binti Samroze,ufg895,1
356391760984,Mubdia Wasiya binti Taseen,9502o7,3
954519918817,Masayu Masayu binti Aqsad,nar0gs,1
895818400214,Johan Iyaan bin Aati,ndrw51,1
623327176962,Arhaa Haruun bin Perwira,3iipxl,1
171267883780,Puteri Aayizah binti Reheeq,hevxr2,5
879784465233,Izz Puspawati binti Afsah,ebzual,1
291116051357,Jenab Kasih binti Iesa,ny77yz,2
501360687669,Aafaaq Sabit bin Taish,h0sog2,4
571811413731,Muzakir Ruwayfi bin Istiqlal,af03l9,5
778584916780,Maeen Ibtisama binti Hatar,e2q8f4,4
806101131126,Nijat Perwira bin Aati,ngsblb,5
999179228266,Rabihah Suriani binti Bintang,gc0ahr,2
990402846514,Rabwah Mayang binti Izz,hprr6n,1
321905957279,Hadees Zayana bin Ishraaq,gfd16s,2
199693755864,Bisaam Wifaq bin Sabit,r3fhx9,1
682268358177,Maymuun Samroze bin Muzakir,az889o,1
841817280971,Samroze Bintang bin Wadd,lilggh,4
623014247885,Puteri Wadida binti Tenuk,e8bspn,1
439665269160,Waase Zikri bin Arhaa,8v010o,3
784376684711,Tempawan Ibrat binti Ishraaq,ih8ek3,1
430234983932,Delima Latipah binti Barzin,gozjuj,3
485978791431,Suriawati Mabrura binti Waliyudeen,w94mi7,2
217865391642,Ishtiqal Bujang bin Muzakir,jnhmbw,5
021670101125,Selasa Aati bin Khajeer,lvb4yp,1
048898254807,Samyan Qiraat binti Bisaam,jc08p5,1
559150112698,Aayizah Adiputeri binti Waase,zazvak,5
753946790963,Rabihaat Mawiza binti Khilaal,dzvayj,2
729031813740,Mannal Kuntum binti Musawwir,zbulqi,3
253253385298,Zamira Maeena binti Sibbt,2k5kcn,5
153890468976,Afeen Teratai binti Raahim,c0w93w,4
103722729216,Aarifa Maeen binti Sulung,v770uu,5
856447350209,Zayana Hatar bin Slamet,a0c36x,5
722529946743,Waliyudeen Sineen bin Waase,4h2j5r,2
463644759971,Yaqeen Muzn bin Samroze,odvoet,1
999815339489,Ihkam Suriawati binti Zakawat,g0sgu5,5
401545790477,Aarifa Abaasa binti Zulkifl,o016v8,3
238085824552,Afsah Iffaan bin Sayfudin,4fv75m,4
170218726716,Zuljalal Bisaam bin Waase,ab4u6e,4
367556353688,Delima Cempaka binti Awang,bc2oto,2
778517536389,Cahaya Waleeya binti Aadam,pxbpnq,1
678288722854,Zayana Fuaad bin Aqsad,jsxqy1,2
270319352125,Hapsah Cik binti Aafaaq,rindm6,1
845057823838,Junada Awang bin Wathiq,4gs35c,2
063451855165,Qawi Reehab bin Sannan,o9c20n,5
894829267341,Izz Sonbol binti Zikri,fekx7w,3
183312820033,Adiputera Tenuk bin Afan,ll17ha,3
826570898134,Istiqlal Muzn bin Imen,w936ar,2
730681136106,Wathiqa Mubaraka binti Mishkat,x189k0,1
234188542666,Marjia Surintan binti Ajiad,2nrnht,4
840847840149,Esah Sanabel binti Atheer,bewhtd,2
304127743079,Surintan Tijah binti Muzn,9fuhh2,1
070037689022,Panjang Awang bin Sannan,5bxdjm,3
797012246627,Taqdees Mabrura binti Afsah,7vxgd8,3
989722637760,Mabrura Mayang binti Fuaad,9dcs1f,3
789975256973,Sidratul Tempawan binti Wadd,vset3e,3
267021902709,Mahia Puspawati binti Sayfudin,rbo2zj,1
431839280271,Zaafer Awang bin Haissam,dtme03,4
837574707191,Nijat Atheer bin Samsam,k3aqx7,4
697007036830,Cucu Aatiya binti Ayyash,llz77z,1
548351781953,Kasih Masayu binti Zuljalal,jirn9x,3
851903993849,Khatijah Abaasa binti Fuaad,aiszmw,1
203784176301,Raahim Waase bin Adiputera,oshupb,3
733242173097,Ibrat Adiputeri binti Jebat,1o3ht1,2
258766881161,Qiraat Suriawati binti Zakawat,2e9wwx,4
920918022825,Tembam Wasfia binti Haruun,szlr27,2
928342650203,Qazzafi Wathiq bin Muzn,8x4osv,5
174571129393,Haruun Istiqlal bin Zakawat,sg8ydq,2
481965125373,Ishraaq Junada bin Haissam,qtgi2j,1
976103568374,Rosemah Puteri binti Budiharto,pg2kqf,4
964543542108,Ghazaar Iyaan bin Qazzafi,520ki7,2
574697877385,Aqsad Waase bin Bintang,3pxo8o,5
455230412488,Cempaka Aafiyat binti Zayana,vrp749,1
302575480898,Aarifa Masayu binti Megat,4vjkuj,2
452115498633,Qiraat Taqdees binti Fuaad,tx5rg8,4
086657682564,Jebat Ishraq bin Afsah,k9fj9q,5
595367911103,Imen Suriawati binti Atheer,l28pnu,4
261626256264,Wasiya Rosemah binti Samsam,m0nkhp,5
430868608117,Mawiza Delima binti Haruun,bapy7d,3
933713570610,Sibgha Rabwah binti Fuaad,wdinx3,1
743726316132,Muda Istiqlal bin Bisaam,62qlcj,4
470280932574,Sibgha Sajaf binti Imen,73d5zy,4
552394443167,Sibbt Reehab bin Barzin,o8afp6,1
500026056970,Aayizah Latipah binti Awang,4alscs,1
927212677436,Mizn Wasfi bin Taseen,sy8er7,2
577427794835,Twaf Rabihah binti Ishraq,vpqj96,4
922868254618,Qazzafi Haruun bin Istiqlal,5b60z3,1
875183254555,Puspawati Zulla binti Sineen,gibk2n,2
206870926355,Tipah Taqdees binti Budiharto,h30t6u,3
458114186995,Mudassir Yaqeen bin Samsam,m9ck8w,1
403828822982,Latipah Kasih binti Wadood,9rtapf,2
457304342028,Khajeer Ishraaq bin Arhaa,tu5cr7,5
730583358652,Wadida Indeela binti Hadees,1k7or4,4
745747397696,Mannal Ajaar binti Rafa'ah,sy4pdd,5
347226695070,Izzati Bunga binti Sayfudin,nv8iw1,1
405698680773,Afan Sayfudin bin Istiqlal,s7veos,1
253155592011,Izz Qazzafi bin Bujang,zm3tdy,3
531229940079,Qazzafi Budiharto bin Ajiad,2c34ps,2
